,Bifidobacterium adolescentis,Bifidobacterium bifidum,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Collinsella aerofaciens,Bacteroides caccae,Bacteroides cellulosilyticus,Bacteroides dorei,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides fragilis,Bacteroides intestinalis,Bacteroides massiliensis,Bacteroides ovatus,Bacteroides salyersiae,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides uniformis,Bacteroides vulgatus,Bacteroides xylanisolvens,Bacteroidales bacterium ph8,Barnesiella intestinihominis,Coprobacter fastidiosus,Odoribacter splanchnicus,Parabacteroides distasonis,Parabacteroides goldsteinii,Parabacteroides merdae,Parabacteroides unclassified,Paraprevotella clara,Paraprevotella unclassified,Prevotella copri,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes shahii,Alistipes unclassified,Streptococcus salivarius,Clostridium bolteae,Clostridium citroniae,Clostridium clostridioforme,Clostridium hathewayi,Clostridium leptum,Clostridium nexile,Clostridium symbiosum,Flavonifractor plautii,Eubacterium eligens,Eubacterium hallii,Eubacterium rectale,Eubacterium siraeum,Eubacterium sp 3 1 31,Eubacterium ventriosum,Ruminococcus gnavus,Ruminococcus obeum,Ruminococcus torques,Coprococcus comes,Dorea longicatena,Lachnospiraceae bacterium 1 1 57FAA,Lachnospiraceae bacterium 3 1 46FAA,Roseburia hominis,Roseburia intestinalis,Roseburia inulinivorans,Roseburia unclassified,Oscillibacter unclassified,Peptostreptococcaceae noname unclassified,Faecalibacterium prausnitzii,Ruminococcus bromii,Ruminococcus callidus,Ruminococcus lactaris,Subdoligranulum unclassified,Coprobacillus unclassified,Acidaminococcus unclassified,Dialister invisus,Veillonella atypica,Veillonella dispar,Veillonella parvula,Veillonella unclassified,Burkholderiales bacterium 1 1 47,Parasutterella excrementihominis,Sutterella wadsworthensis,Bilophila unclassified,Escherichia coli,Escherichia unclassified,Klebsiella pneumoniae,Haemophilus parainfluenzae,Akkermansia muciniphila,C2likevirus unclassified
PSM7J158,0.0043128,0,0.0049014,0,0.0045059,0.0390094,0,0.0079694,5.74E-05,0.0052092,0,0.0059456,0.0295266,0,0.0213657,0,0.214948,0.000946,0.175533,0.0311622,0.0202438,0.0001014,0,0,0.0123521,0,0.0181263,0.0443546,0,0,0,0,0.0079255,0.0210588,0.0835049,0.0212807,0,0.0003057,0.0243293,4.14E-05,3.69E-05,0.0004918,0.0059289,0,0.0009195,0.000218,0.0001178,0.0023056,0.0019145,0.0157453,0.0003983,0,0.0016537,0.0105674,0.0045857,0.0064286,0.0008971,0,0.0013296,0.0062649,0,0,0,0.0033191,0,0.0106678,0.0196374,0,0.00641,0.0396622,0,0.018502,0.0026268,0,0,0,0,5.90E-06,0.0003789,0,0.0009644,5.98E-05,0,0,1.66E-05,0.000104,0
PSM7J15A,0,0,0,0,0,0.024379,0,0,2.29E-05,0,0,0.001706,0.0365924,0,0.0067453,0,0.154301,0,0.234408,3.30E-05,0.007272,0.0001718,0,0,0.0091796,0,0,0.0130303,0,0,0,0,0,0,0.0274442,0.0010029,0,0.004866,0.0758414,0.0003188,0.0002367,0.0003167,0.0023523,0,0.0031963,2.23E-05,0,0.000585,0,0.0178836,0.0007185,0,0.002203,0.0049503,0.0039059,0.0146616,0,0,0.0006744,0.0003628,9.57E-05,0,0,0.0281495,0,0.0763878,0,0,0.0075441,0.0826693,0,0.0460326,0,0,0,0,2.62E-05,0,0,0,0.0052338,0,0,0,0.0011152,0,0
PSM7J15G,0,0,0.0176256,0,0,0.53947,0,0,1.40E-05,0,0,0.0515027,0.000417,0,0.0005018,0,0.0478047,0,0.0723185,0,0.0020796,7.45E-05,0,0,0.0080359,0,0,0.0090472,0,0,0,0,0,0,0.0074399,0.0007417,0,0,0.0294927,0.0002134,3.58E-05,0.0057646,0.0013155,0,0.0098051,0.0006898,0,0.0001174,0.0384126,0.0056445,0.0023066,0,0.0001176,0.0003786,0.0020917,0.0044457,0,0,2.40E-05,0.0006457,0,0,0,0.011383,0,0.00447,0,0,0.005087,0.021067,0,0.0106606,0,0,0,0,0,0,0,0,0.0030854,0.0042994,0,0,0,0,0
PSM7J15I,0,0,0.0450277,0,0,0.0370142,0,0.0003667,1.83E-05,0,2.38E-05,0.0384637,0.0013535,0,0.0018276,0,0.111192,0,0.234319,2.36E-05,0.0083047,0.0025623,0,0,0.0199483,0,0,0.0284062,0,0,0,0,0,0,0,0.0012808,0.0007126,5.82E-05,0.008135,5.37E-05,2.79E-05,0.0005455,0.0009627,0,0.0014743,0.0005358,0,0.0012446,0.159522,0.019724,0.0014853,0,0.0050592,0.0021873,0.0046204,0.0103562,0,0,0.0003853,0.0008737,6.43E-05,0.0007926,0,0.0223394,0.0005188,0.0404748,0,0,0.0088618,0.0361835,0,0.0666009,0,0,0,0,0,0,0,1.26E-05,0.0001161,0,0.0002513,0,0.0022967,0,0
PSM7J15K,0,0,0.0065213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243516,0,0.0004476,0.0138957,0,0.0010332,0.0424235,0.0074612,0,0,0,0,0,0,0.0041289,0,0.003111,0,0,0.002052,0,0.0082128,0.186464,0.0192022,0,0,8.07E-05,0.427737,0,0,0,0.0215283,0.000126,0,0,0,0.0045045,0.0044458,0.0129822,0,0,0,0,0.0330114,0,0,0.0065055,0,0
PSM7J15M,0,0,0.0119622,0,0,0.0001556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72E-05,0.0042845,0,0.0002981,0.0018756,0,0.0003565,0.0255374,0.0036293,0,0,0,0,0,0,0.0087701,0,0.0026869,0,0,0.0013929,0,0.0078217,0.154665,0.0136315,0,0,1.31E-05,0.446881,0,0,0,0.0208482,0.0004126,0,0,0.0002508,0.0036113,0.0057246,0.0141372,0,0,0,0,0.021962,0.0008687,0,0.0235851,0,0
PSM7J15O,0,0,0.0028517,0,0,0,0,5.16E-05,0,0,0,0,0,0,0,0,5.56E-05,0,1.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001574,0.0027486,0,0.001386,0.0005741,0,0.0015054,0.0030834,0.0013754,0,0,0.0019537,0,0,0,0.006089,0,0.010461,0,0,0,0,0.0076109,0.419605,0.0332901,0,0,0,0.330629,0,0,0,0.0153763,0.0001859,0,0,0.0005575,0.0068298,0.010268,0.078837,0,0,0,0,0.0039757,0,0.0002073,0.0349541,0,0.0001063
PSM7J15Q,0,0,0.0207173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003173,0.0089917,0,0.0001912,0.0118278,0,0.0017904,0.0178004,0.0087504,0,0,0.185293,0,0.0030404,0,0.0169438,0,0.029573,0,0,0,7.48E-05,0.0046128,0.227404,0.0207454,0,0,0,0.162229,0,0,0,0.0430715,0.0012876,0,0,0.0001011,0.002578,0.0109531,0.0214333,0,0,0,0,0.0209819,0.0002612,0,0.0008503,0,0
PSM7J15S,0,0,0.0594193,0,0,0.0001214,0,0.000494,0,0,0,0,0,0,0,0,0,7.40E-05,0.0007635,9.56E-05,0.0002633,0,0,0,0,0,0,0,0,0,0,1.47E-05,0,0,2.83E-05,0,0,0.0020805,0.0066422,4.00E-06,0.0016587,0.0059878,0,0.0047802,0.0313769,0.0073546,0,0,0.125123,0,0.0043603,0,0.0158496,3.26E-05,0.0179412,0,0,0.0010868,0,0.0092023,0.282983,0.0269184,0,0,0,0.204525,0,0,0,0.0174978,0.0012387,0,0,0.0005046,0.0039027,0.012135,0.0087677,0,0,0,0,0.0436868,0,0,0.0138967,0,0.0001067
PSM7J15U,0,0,0.0101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011249,0.0037245,0,0.0013518,0.004581,0,0.0003972,0.017865,0.0050476,0,0,0.0791239,0,0.0008428,0,0.0057292,0,0.009372,0,0,0,0,0.0060913,0.432747,0.043096,0,0,0,0.274544,0,0,0,0.0150758,0.0007084,0,0,0.0001137,0.0057553,0.0076714,0.0129632,0,0,0,0,0.0040669,0.0012513,0,0.003872,0,0
PSM7J15W,0.0026804,0,0.0016209,0.0031945,0,0,0,3.47E-05,0,0,0,0.0260836,0,0,0.0679035,0,0.0849793,0.0383885,0.0713405,0.181008,0.0050397,0,0,0,0.0209585,0.0011537,0.0079112,0,0.0830558,0,0,0.0002044,0.0045925,0.0480345,0,0.024342,0,0,0.0015539,5.36E-05,0,0.000507,0.0228404,0,0.0021425,0.000772,0.0208966,0.0064563,1.72E-05,0,0.0022967,0.0038912,0.0004701,0.0034686,0.0081394,0.0048688,0.0154813,0,0.0035769,7.70E-05,0.0019797,0.0017123,0.0052857,0.0155083,0,0.145705,0,0,0.0127262,0.0114565,0.0018433,0,0,0,0,0,0,0.0040945,0.0021421,0,0.0058915,8.87E-05,0,0,0.0017251,0,0
PSM7J161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61E-05,1.92E-05,0,0,0,0,0,0,0,0,0,0,0,6.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E-05,0,0,0,0,2.24E-05,0,0,0,5.57E-05,0,0,0,0,0,0,0,0,0,0,0,0.257624,0,0.0810605,0.0002376,0,0
PSM7J163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29334,0.0119455,0.118011,0.0006116,0,0
PSM7J169,0,0.0003311,0,0,0,0.104629,0,0,0,0,0,0.0098222,0,0,0.0533369,0,0,0.116434,0,0.20519,0.0005621,0,0,0,0,0.0042594,0,0,0.0247152,0,0,0,0,0,0,0,0,0,0.0004745,0,0,0.0003306,0,0.0004367,0.0008186,0,0,0.0004499,0.0954262,0,0,0,0.0065821,6.10E-05,0.0008693,0,0,0,0.0022774,0.012165,0.172208,0.0539166,0,0,0,0.12241,0,0,0,0.0016081,0.0006293,0,0,0,0,0,3.28E-05,6.57E-05,0.0003844,0,0,0,0.0002364,0,0,0,0
PSM7J16B,0,0,0,0,0,0.0062029,0,0,0,0,0,0.0019642,0,0,0,0,0,0.0018442,0,0.0105905,0,0,0,0,0,0,0,0,0.0015813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023351,0.0003273,0,0,0,0.0002951,0,0,0,0.0007006,0,0,0,0,0,0,0,0,0,0,0,0,0.0159376,0,0,0,0.0030592,0.0002803,0,0,0.0070419,0.0014092,0.0012738,0.0287194,0.0212465,0.0814702,0,0,0.22326,0.0236037,0.541991,0,0,0
PSM7J16F,0,0,0,0,0,0.0882328,0,0,0,0,0,0.0114873,0,0,0.0614905,0,0,0.211599,0,0.390003,0.0002644,0,0,0,0,0.0127741,0,0,0.0616896,0,0,0,0,0,0,0,0,0,0.0014894,0,0,0.0004567,0,0.0004481,0.0051402,0,0,0.0001918,0.0195518,0.0432735,0,0,0.007541,0,0.0006452,0,0,0,0.0009151,0.0088915,0.0020403,0.0068148,0,0,0,0.0440319,0,0,0,0.0013924,0.0011111,0,0,0,0,0,0,0.00065,0.0018459,0,0,0.0051387,0,0,0,0,0
PSM7J16U,0,0,0,0,0,0.0173209,0,0.0147623,0,0.0042286,0,0.0093369,0,0,0.0027615,0,0,0.0010116,0.0364516,0.0301837,0,0,0.0084436,0,0,6.97E-05,0,0,0.0036171,0.0042393,0.0122085,0.698543,0.0006854,0.0006821,0.0079191,0.0010663,0,0,0,0,0,0,0,0,0,0,0.0004293,0.000708,0.0194615,0.0017145,0,0,1.48E-05,0.0063121,0.0094042,0.0005372,0.0015532,0,0.0011793,0.0004893,0.0022596,0.0172053,0,0.0003739,0.0010617,0.0235527,0,0,0.0122279,0.0133552,0,0,0,0,0,3.09E-05,0,0,0,0.018098,0.0001652,0,0,0,0.0009936,1.65E-05,0
PSM7J16W,0,0,0,0,0,0.0184238,0,0.0050088,0,0.0042124,0,0.0017739,0,0,0.0050158,0,0,0.0006205,0.038205,0.0231495,0,0,0.0073861,0,0.0094193,0,0,0,0.0063491,0.0026208,0.0052085,0.627701,0.0027079,0.0024247,0.0226407,0.0026605,0,0,0,0,0,0,7.70E-06,0,0,0,0.002286,0,0.0169956,0.0086979,0,0.0016087,0,0.0001949,0.0012147,0.0027349,0.0024641,0,0.0006967,0.0009336,0.0058268,0.0095133,0,0.0020402,0,0.108987,0,0,0.0053892,0.0141068,0,0,0,0,0,6.76E-05,0.0001684,0.0001356,1.04E-05,0.0104782,0.0013373,0,0,0,0.0019816,0.0103984,0
PSM7J16Y,0,0,0.0008715,0,0,0.0936888,0,0.019417,0,0.0081869,0,0.0041064,0,0,0.0059262,0,0,0.0031536,0.145627,0.0284933,0,0,0.0620314,0,0.0279572,0,0,0,0.0189046,0.006371,0.0175868,0.0466148,0.0182007,0.0154762,0.0938484,0.0175094,0,0.0003324,0.0008211,0,0,0.0018309,0.0001521,0.001172,0.0001073,0,0.003337,0.000628,0.019343,0.021448,0,0.0009837,0,0.0038597,0.0045008,0.0041288,0.0027639,0,0.0015282,0.014876,0.0005473,0.000549,0,0.0026847,0,0.0406283,0,0,0.0182414,0.0707704,0,0,0,0,0,0,8.57E-05,0.0001989,0.0001356,0.0174997,0.0073512,0,0,0,9.96E-05,0.105978,0
PSM7J171,0,0,0,0,0,0.026936,0,0.0053008,0,0.0053435,0,0.0036479,0,0,0.007577,0,0,0.0011883,0.0434699,0.0105712,0,0,0.0143469,0,0.0110068,0.0002256,0,0,0.0086034,0.0038538,0.0099069,0.606907,0.0028536,0.0025704,0.0351412,0.0044421,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0.0117934,0.114512,0,0,0,0.0002771,0.0015494,0.0003341,0.0003782,0,0.0002158,0.0016813,0,0.0063228,0,0.0005975,0,0.0201026,0,0,0.0016609,0.0140447,0,0,0,0,0,8.20E-06,0.0001227,0,0,0.007764,0.0001837,0,0,0,0.0015639,0.0075894,0
PSM7J173,0,0,0.0002114,0,0,0.0419078,0,0.0110952,0,0.009244,0,0.0059055,0,0,0.0124997,0,0,0.0016467,0.0448256,0.0486671,0,0,0.0308103,0,0.0114912,3.56E-05,0,0,0.0132899,0.0060533,0.0147652,0.446476,0.0056094,0.0044559,0.0407508,0.0076866,0,0,0,0,0,0,0.0018636,0,0,0,0.0019846,6.62E-05,0.0016617,0.0804809,0,0.0043499,0,0.0007535,0.0016846,0.0005165,0.0012287,0,0.0014934,0.0018093,0.0112305,0.0050402,0,0.0025336,0.0008891,0.0248271,0,0,0.0056932,0.0380882,0,0,0,0,0,0,3.92E-05,0,0,0.0141932,0.0006468,0,0,0,0.0011838,0.0241257,0
PSM7J179,0,0,0,0,0,0.0162857,0,0.0055368,0,0.0051985,0,0.0056448,0,0,0.0027107,0,0,0.0011189,0.055639,0.0310435,0,0,0.0158894,0,0,0.0010644,0,0,0.00969,0.0013733,0.0065027,0.427081,0.0029374,0.0027843,0.027483,0.0069885,0,0.0001607,0,0,0,0,0,0,0,0,0.0013228,0,0.0197135,0.0160586,0,0,0,0,0,0,0.0017676,0,0,0.0006735,0.0100484,0.0070119,9.55E-05,0.0022391,0,0.0704742,0,0,0.0048798,0.035394,0,0,0,0,0,0,0,0,0,0.0079107,0.0002971,0,0,0,0.0008953,0.0130967,0
PSM7J17B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009126,0,0,0,0,0,0,0,0,0,0,0,0.0001805,0,0,0,0,0,0.0032594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016473
PSM7J17L,0,0,0.0049987,0,0,0.0794572,0,0,4.44E-05,0,0,0.0099072,6.26E-05,0,0.0211695,0,0.304667,0.0056721,0.0436961,1.04E-05,0.0126251,0.0011275,0,0,0.0318183,0.0104327,0,0.0331191,0,0,0,2.21E-05,0,0,0.0842305,0.0081912,0,0.0052976,0.0121653,3.91E-05,0.0002801,0.0001091,0.0010307,0,0.0004009,0.0001298,0.000158,9.40E-05,0,0.0009819,0.0006965,0,0.0005677,0.0092702,0.0054584,0.0109722,0,0,7.51E-05,0,8.95E-05,0.0006599,0,0.002808,0,0.153616,0,0,0.0171008,0.0156209,0,0.023718,0,0.0003494,0,0.0003339,0.0001496,3.32E-05,0.000479,0,0.0001843,0.0002453,0,0,0.0177537,0,2.04E-05
PSM7J17T,0,0,0,0,0,0.0244358,0,0,9.70E-06,0,0,0.0025134,0.021724,0,0.0078178,0,0.19942,0,0.162347,1.51E-05,0.0137181,0.0001814,0,0,0.0090671,0,0,0.0160109,0,0,0,0,0,0,0.0414217,0.0045813,0,0.01223,0.0436887,0,0.0001101,0.0001127,0.0002182,0,0.0002757,0.000221,0,0.0001773,0,0.0144688,0.0001106,0,8.17E-05,0.0018136,0.0026792,0.0288366,0,0.0001326,0.0003452,0.0034793,0,0,0,0.0109701,0,0.107159,0,0,0.0067582,0.0605254,0,0.12288,0,0,0,0,0,0,0,0,0.0008808,0,0,0,0.0001302,0,0
PSM7J17V,0,0,0.0054989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011293,0.0001917,0,0.0021587,0.0154069,0,0.0069713,0.0074907,0.0059857,0,0,0,0,0,0,0.0118963,0,0.0036773,0,0,0,0,0,0.415072,0,0,0,0,0.0001521,0,0,0,0.0472782,0.0044353,0,0,0.0001364,0.0109347,0.004352,0.105783,0,0,0,0,0.0421516,0.0002938,0,0.0790219,0,0
PSM7J17X,0,0,0.0185967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004708,0.0003585,0,0.0009319,0.013927,0,0.0068395,0.0095481,0.0038699,0,0,0,0,0,0,0.0267498,0,0.0089997,0,0,0.0003126,0,0,0.640111,0,0,0,0.0019739,0.0003995,0,0,0,0.0201168,0.0055684,0,0,0.0008306,0.0148446,0.0066212,0.0443213,0,0,0,0,0.0191987,0.0087898,0,0.0734572,0,8.20E-05
PSM7J17Z,0,0,0.0096846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0.0025615,0.0059998,0,0.0022894,0.0004471,0.0030636,0,0,0,0,0,0,0.0017895,2.53E-05,0.0020347,0,0,0,0,0.0008649,0.110238,0.0951883,0,0,0.0004473,0.493922,0,0,0,0.0179511,0.0009802,0,0,0.0002589,0.0058506,0.0083259,0.0612781,0,0,0,0,0.0169988,0,0,0.0657566,0,0
PSM7J182,0,0,0.0110113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495,0.0061759,0,0.0002571,0.0023338,0,0.0029299,0.0105038,0.0014135,0,0,0,0,0,0,0.0032731,3.22E-05,0.0032322,0,0,0.0010943,0,0.0117342,0.48381,0.0840129,0,0,0.000153,0.260865,0,0,0,0.0131686,0.000937,0,0,0.0002425,0.0032809,0.0047825,0.0340586,0,0,0,0,0.01219,0,0,0.0169663,0,1.68E-05
PSM7J184,0,0,0.0018316,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74E-05,0,1.99E-05,2.57E-05,0,0,0,0,0,0,0,0,0,0,0,3.79E-05,0,0,0,0,0,5.10E-05,0.0027547,0,0.0001582,0.0006914,0,0.0036556,0.0052134,0.0019561,0,0,0,0,0,0,0.0029391,0,0.0014602,0,0,0.0010844,0,0.0128546,0.324671,0.0378351,0,0,0.000544,0.553921,0,0,0,0.0125605,0.00011,0,0,0,0.0041311,0.0010703,0.0143395,0,0,0,0,0.0009876,0,0,0.0062457,0,0.0004681
PSM7J186,0,0,0.0018102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049155,0,8.83E-05,0.0003605,0,0.0027069,0.0057021,0.0044328,0,0,0,0,0,0,0.0098682,0,0.0031518,0,0,0,0,0.0093939,0.238304,0.0645113,0,0,0,0.598514,0,0,0,0.0065431,7.76E-05,0,0,0,0.0014266,0.0040388,0.0034933,0,0,0,0,0.0017002,0.0002709,0,0.005441,0,9.18E-05
PSM7J18E,0,0.0006664,0.0017413,0.0002346,0.0004055,0,0.0016966,0.0068345,0,0.0221339,0,0.0659084,0,0,0.0082631,0,0,0,0.133419,0.0575605,0.0002806,7.33E-05,0,0,0.0018651,0.001615,0,0,0.0151733,0,0,0,0.0006234,0.0005286,0.0022495,0.0005006,0,0,0,0,0,0,0.0001519,0,0,0,0.00449,0,0.180296,0.0003676,0,0,0,0.0041279,0.0018849,0.0027979,0.0005874,0,0,0.0001212,0.0558262,0.0085844,0,0.0013772,0.0057738,0.37154,0.0026431,0,0,0.0006974,0,0,0.0045466,0.000155,6.40E-05,0.0004068,0.0006007,0,0,1.03E-05,0,0,0,0.0001032,0.0016387,0,0
PSM7J18G,0,0.0009835,0.0047043,0.0013634,0.0009035,0,0.0025906,0.0062512,0,0.0244454,0,0.0549376,0,0,0.0261677,0,0,0,0.068223,0.0770792,0.0002818,4.52E-05,0,0,0.0026795,0.0051357,0,0,0.0121922,0,0,0,0.0003538,0,0.0039136,0.001374,0,0.0024448,2.54E-05,0,0,0,0,0,0,0,0.0082144,0,0.0993074,0,0,0,0.0023041,0.004675,0.003442,0.0029323,0.0002917,0,0.0002057,0.0004525,5.39E-05,0.0091562,0,0.0017635,0.0040606,0.435596,0,0,0,0.0006367,0,0,0.003558,0.0007026,0.0021037,0.007208,0.0301902,0,0,4.87E-05,7.17E-05,0,0,0,0.0143485,0,0.0006647
PSM7J18I,0,0.0005156,0.001798,0.000704,0.0006818,0,0.0007437,0.0032187,0,0.0311351,0,0.0523108,0,0,0.0080289,0,0,0,0.048554,0.0716286,4.55E-05,5.34E-05,0,0,0.0017312,0.0037503,0,0,0.004442,0,0,0,0.0005102,0,0.0025141,0.0005393,0,2.04E-05,0,0,0,0,0.0008375,0,0,0,0.001891,0,0.188796,0,0,0,4.13E-05,0.0047157,0.0038202,0.0070658,0.0024445,0,0,0.0128174,0.177327,0.0248096,0,0.0007912,0.0025545,0.282154,0.0115596,0,0,0.002265,0,0,0.0036357,0.000172,0.0002155,0.0009364,0.0010267,0,0,1.21E-05,0,0,0,0,0.0031023,0,0
PSM7J18K,0,0.000212,0.0028492,0.0006536,0,0,0.0015506,0.0032587,0,0.0344583,0,0.0323651,0,0,0.0234413,0,4.70E-06,0,0.116147,0.260782,0,5.29E-05,0,0,0,0.005454,0,0,0.015118,0,0,0,2.54E-05,0.0001102,0.0033662,0.000339,0,3.51E-05,0.000653,0,0,0,0,0,0,0,0.000349,0,0.0395874,0,0,0,0,0.001452,0.0002286,0.0013456,0.0004263,0,0,0,0,0.0001556,0,0.0030856,0,0.429297,0.0023793,0,0,0.000141,0,0,0.0029993,0,0,0.0001597,0.0002457,0,0,0,0,0,0,0,0.0003724,0,3.33E-05
PSM7J18M,0,0.0001736,0.0009576,0.0007255,0.0005397,0,0.0264491,0.006606,0,0.0826056,0,0.0750004,0,0,0.0444176,0,0,0,0.134558,0.130216,0.0011398,0.0014325,0,0,0.0091575,0.0078104,0,0,0.0118538,0,0,5.93E-05,0.0014421,0.0023149,0.0162496,0.002913,0,0.0001767,5.63E-05,0,0,0,0.0006171,0,0,0,0.0054942,0,0.160087,0,0,0,0,0.0019301,0.0038284,0.002274,0.0002085,0,2.44E-05,0.0039157,0,0.0043418,0,0.0016724,0.0012678,0.213316,0.0182478,0,0,0.0017312,0,0,0.0073326,0.0005089,0.0003438,0.0012614,0.0010868,0,0,0,0,0,0,0,0.0005692,0,0
PSM7J18Q,0,0,0.0007432,0,0,0.0642094,0,0,0.222184,0,0,0.016671,0,0,0.0889363,0,7.00E-06,0.0077075,0.0311293,0.0612687,0.0051004,0,0.130596,0,0.0272323,0,0,0.0155956,0.0685662,0,0,0.0020145,0.0001961,0.123737,0,0.0029803,0,0,0,0,0,3.72E-05,0,0,9.88E-05,2.23E-05,0.0008998,3.38E-05,0.0124449,0,4.47E-05,0.000243,4.22E-05,3.32E-05,0.0016385,0.0001529,0.0003126,0.0001309,0.000167,0.0003093,0.022264,0.006313,0,0.0016038,0,0.0207752,0,0,0,0.0029188,0,0.0089242,0.0019826,1.02E-05,2.13E-05,0.0002322,0.0004388,0,0,0.0418819,0,0,0,4.73E-05,0.0001431,0,0
PSM7J193,0,2.78E-05,0.0002155,0,0,0.0407326,0,0,0,0,0,0.00578,0,0,0.293917,0,0,0.24405,2.98E-05,0.198246,0.0014619,0,0,0,0,0.0093943,0,0,0.0568349,0,0,4.26E-05,0,0,0,0,0,0,0.0001787,0,0,3.69E-05,0,0.0012179,0,0.0003031,0,0.0016715,0.0042964,0,0,0,0.0002465,0,0,0,0,0,0.0016758,0.0026444,0.0225342,0.0105275,0,0.0069773,0,0.0824829,0,0,0,0.0045922,0.0006862,0,0,0.0004272,0,0.0001118,0.0006309,0.0002342,0.0006312,0,0,0,0,0.0009806,0.0029978,0,0
PSM7J199,0,0,0,0,0,0.0909411,0,0,7.79E-05,0,0,0.0075267,0.0006997,0,0.120487,0,0.262563,0.0127972,0.0819194,0,0.0088928,0.0007859,0,0,0.0110114,0.0135801,0,0.0496828,0,0,0,5.56E-05,0,0,0.0797932,0.012668,0,1.03E-05,0.0311961,0.0001145,0.0002134,0.0003263,0,0,0.0018543,0.0004121,0,0,0,0.0002871,0,0,0,0.000515,0.0023524,0,0,0,0.000524,0,4.95E-05,0,0.0003871,0.0018919,0,0.147114,0.0045797,0.002019,0.0055562,0.0096702,3.60E-06,0.0035967,0,0,0,0,1.07E-05,4.73E-05,0.0007923,0,0.0007936,0.0009027,0,0,0,0.0026857,0
PSM7J19B,0,0,0.0031009,0,0,0.0468565,0,0,0.000118,0,0,0.0002389,0.0020975,0,0.0531816,0,0.201446,0.0470661,0.0518478,0.0001029,0.017609,0.0080735,0,0,0.044009,0.0087594,0,0.023038,0.0009579,0,0,7.00E-05,0,0,0.0785982,0.0144582,0,0.0037722,0.0101425,0.0002384,0.0003799,0.0009093,0.0005117,0,0.0003755,0.0052253,0,0.0002223,0,0.0006841,4.14E-05,0,0.0003566,0.0008419,0.0204243,0.0077699,0,0,0.0027004,0.0002968,0,0,0.0039927,0.0035986,0,0.0808552,0.0048654,0,0.0287194,0.0302835,0,0.1243,0,6.15E-05,0,0.0002199,0,5.24E-05,0.0012393,0,0.0020379,0.0001916,0.0001113,0,0,0.0082523,0
